,state,year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
448,Georgia,2004,4451800,4.8,8874406,1217686,13.7,2357015,457793,19.4,1642778,296706,18.1,689298,148061,21.5,42679
449,Georgia,2005,4586420,5.3,8789139,1271409,14.5,2319683,470425,20.3,1628801,304220,18.7,680331,156874,23.1,45564
450,Georgia,2006,4710775,4.7,9082634,1340255,14.8,2405520,489021,20.3,1701478,316838,18.6,687794,157983,23,46808
451,Georgia,2007,4815818,4.5,9286060,1329161,14.3,2493630,494787,19.8,1759760,318255,18.1,723292,167468,23.2,49080
452,Georgia,2008,4879253,6.2,9417950,1388959,14.7,2509412,507967,20.2,1773602,324953,18.3,725014,172745,23.8,50834
453,Georgia,2009,4787749,9.9,9535751,1585116,16.6,2540096,575429,22.7,1796519,373468,20.8,734951,194127,26.4,47469
454,Georgia,2010,4696676,10.5,9446940,1698004,18,2452922,613581,25,1770652,406975,23,673318,197978,29.4,46252
455,Georgia,2011,4748754,10.2,9550252,1836715,19.2,2454435,651999,26.6,1775243,440361,24.8,670712,202963,30.3,45886
456,Georgia,2012,4787367,9.2,9652654,1852459,19.2,2460958,672149,27.3,1789034,457339,25.6,664623,207316,31.2,47125
457,Georgia,2013,4756157,8.2,9720922,1849944,19,2454092,655194,26.7,1788873,445608,24.9,656238,200614,30.6,47765
458,Georgia,2014,4752639,7.1,9823818,1802783,18.4,2456276,646960,26.3,1801385,447407,24.8,647508,191807,29.6,49240
459,Georgia,2015,4788858,6,9943136,1705831,17.2,2467585,610161,24.7,1811276,427825,23.6,647712,174035,26.9,51225
460,Georgia,2016,4926945,5.4,10040187,1612368,16.1,2473230,572102,23.1,1816510,390690,21.5,646380,172046,26.6,53468
461,Georgia,2017,5061399,4.7,10040187,1612368,16.1,2473230,572102,23.1,1816510,390690,21.5,646380,172046,26.6,53468
462,Hawaii,1976,409847,9.4,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
463,Hawaii,1977,416882,7.9,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
464,Hawaii,1978,418444,7.1,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
465,Hawaii,1979,425536,6.1,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
466,Hawaii,1980,438848,5,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
467,Hawaii,1981,450177,5.4,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
468,Hawaii,1982,458778,6.3,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
469,Hawaii,1983,471578,6.2,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
470,Hawaii,1984,472988,5.7,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
471,Hawaii,1985,479158,5.4,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
472,Hawaii,1986,491387,4.8,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
473,Hawaii,1987,510628,3.8,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
474,Hawaii,1988,517775,3.2,1257730.5,124495,9.9,296277,43261,14.5,208437.5,26135,12.5,86538,13527,16.8,49005
475,Hawaii,1989,527490,2.5,1257730.5,102808,9.4,296277,42764,15.1,208437.5,24290,12.5,86538,16654,19.7,35832
476,Hawaii,1990,550921,2.7,1257730.5,104849,9.45,296277,43569,15.05,208437.5,24758.25,12.5,86538,16824,19.275,36846.5
477,Hawaii,1991,571588,2.9,1257730.5,106890,9.5,296277,44374,15,208437.5,25226.5,12.5,86538,16994,18.85,37861
478,Hawaii,1992,584253,4.3,1257730.5,108931,9.55,296277,45179,14.95,208437.5,25694.75,12.5,86538,17164,18.425,38875.5
479,Hawaii,1993,586404,4.5,1257730.5,110972,9.6,296277,45984,14.9,208437.5,26163,12.5,86538,17334,18,39890
480,Hawaii,1994,585215,5.5,1257730.5,113424,9.75,296277,44537.5,14.35,208437.5,26135,12.4,86538,15217.5,16,41931.5
481,Hawaii,1995,586481,5.9,1257730.5,115876,9.9,296277,43091,13.8,208437.5,26107,12.3,86538,13101,14,43973
482,Hawaii,1996,595598,6.3,1257730.5,137386,11.7,296277,54407,17.9,208437.5,34502,16.2,86538,17325,19.6,43677
483,Hawaii,1997,600954,6.2,1257730.5,130644,11.1,296277,48849,16.2,208437.5,30863,14.6,86538,16282,18.9,43627
484,Hawaii,1998,601583,6.1,1168123,122841,10.5,296620,44568,15,210070,29039,13.8,82811,13892,16.8,41627
485,Hawaii,1999,602907,5.4,1187891,124495,10.5,294830,42650,14.5,215536,26931,12.5,76929,13527,17.6,44755
486,Hawaii,2000,605947,4.2,1191305,118357,9.9,286417,41074,14.3,204704,25969,12.7,76159,12954,17,49005
487,Hawaii,2001,610630,4.5,1204882,125890,10.4,286478,42420,14.8,207782,26946,13,74943,13359,17.8,46535
488,Hawaii,2002,600924,4.2,1228918,134683,11,293428,42078,14.3,204093,27134,13.3,83597,13053,15.6,47424
489,Hawaii,2003,603122,4.1,1233307,133365,10.8,295934,43261,14.6,204600,26720,13.1,86368,14631,16.9,48274
490,Hawaii,2004,610912,3.4,1245729,112437,9,297605,32217,10.8,204760,19121,9.3,88762,11386,12.8,51359
491,Hawaii,2005,626912,2.9,1233775,121756,9.9,294090,36870,12.5,203313,23729,11.7,89142,11405,12.8,56133
492,Hawaii,2006,638260,2.6,1252102,117811,9.4,292476,34462,11.8,204359,21325,10.4,85849,11171,13,60554
493,Hawaii,2007,638395,2.8,1254861,106232,8.5,282748,30618,10.8,196237,18364,9.4,85454,10932,12.8,62613
494,Hawaii,2008,639691,4.3,1260600,116618,9.3,281497,30728,10.9,194028,18001,9.3,86054,11250,13.1,66701
495,Hawaii,2009,631690,7.2,1264182,131896,10.4,286128,39214,13.7,197254,25040,12.7,87446,12815,14.7,63741
496,Hawaii,2010,647249,6.9,1326381,146923,11.1,297073,43595,14.7,210148,27307,13,84864,14535,17.1,62774
497,Hawaii,2011,660253,6.8,1338541,161606,12.1,299285,50172,16.8,211461,33653,15.9,86708,15204,17.5,62071
498,Hawaii,2012,647185,6,1356821,159988,11.8,299357,51557,17.2,209093,33910,16.2,88165,16088,18.2,66086
499,Hawaii,2013,651557,4.9,1367661,153375,11.2,302288,43574,14.4,210790,29374,13.9,89135,12392,13.9,67798
500,Hawaii,2014,666674,4.4,1379800,158266,11.5,300993,45637,15.2,211163,31378,14.9,88417,12875,14.6,69549
501,Hawaii,2015,675506,3.6,1394130,149091,10.7,305442,44299,14.5,213778,28665,13.4,89650,13836,15.4,73097
502,Hawaii,2016,684167,2.9,1389436,132597,9.5,301349,33801,11.2,210909,21877,10.4,88800,10436,11.8,74659
503,Hawaii,2017,685418,2.4,1389436,132597,9.5,301349,33801,11.2,210909,21877,10.4,88800,10436,11.8,74659
504,Idaho,1976,373138,5.6,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
505,Idaho,1977,397769,5.8,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
506,Idaho,1978,416943,5.4,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
507,Idaho,1979,429329,5.8,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
508,Idaho,1980,428739,7.5,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
509,Idaho,1981,430350,7.7,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
510,Idaho,1982,442756,9.9,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
511,Idaho,1983,453993,8.9,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
512,Idaho,1984,462704,7.3,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
513,Idaho,1985,466588,7.9,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
514,Idaho,1986,471760,8.4,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
515,Idaho,1987,470758,7.6,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
516,Idaho,1988,479124,6,1476757,160019,12.8,403446,61718,16.6,282340.5,37696,14.55,111065,21755,21.3,39859
517,Idaho,1989,489473,5.3,1476757,135498,13.5,403446,58292,18.7,282340.5,37306,16.6,111065,18176,22,25267
518,Idaho,1990,492490,5.5,1476757,137274.5,13.25,403446,57235.5,17.9,282340.5,35843.25,15.575,111065,18504.75,21.825,26197
519,Idaho,1991,508081,6.2,1476757,139051,13,403446,56179,17.1,282340.5,34380.5,14.55,111065,18833.5,21.65,27127
520,Idaho,1992,531126,6.4,1476757,140827.5,12.75,403446,55122.5,16.3,282340.5,32917.75,13.525,111065,19162.25,21.475,28057
521,Idaho,1993,554106,6,1476757,142604,12.5,403446,54066,15.5,282340.5,31455,12.5,111065,19491,21.3,28987
522,Idaho,1994,587134,5.4,1476757,145924.5,12.55,403446,56518.5,16,282340.5,32509,12.8,111065,20708.5,22.3,30495
523,Idaho,1995,600704,5.4,1476757,149245,12.6,403446,58971,16.5,282340.5,33563,13.1,111065,21926,23.3,32003
524,Idaho,1996,616791,5.3,1476757,144038,11.9,403446,56860,15.9,282340.5,33687,13,111065,19894,21.1,33279
525,Idaho,1997,633725,5.1,1476757,159237,13,403446,61496,17.3,282340.5,37939,14.9,111065,20198,21.7,33612
526,Idaho,1998,649435,5.1,1251465,157351,12.6,365360,63682,17.4,261944,39373,15,97190,22053,22.7,35863
527,Idaho,1999,651207,4.9,1271849,154304,12.1,366841,61718,16.8,265667,37611,14.2,96858,21755,22.5,36656
528,Idaho,2000,659824,4.7,1293002,145043,11.2,367412,55830,15.2,260373,33578,12.9,98880,19048,19.3,37929
529,Idaho,2001,677665,5.1,1314960,151614,11.5,369614,56327,15.2,262217,33977,13,99554,19123,19.2,38459
530,Idaho,2002,684591,5.6,1340189,156519,11.7,369225,54964,14.9,263122,33780,12.8,99444,19172,19.3,38242
531,Idaho,2003,690005,5.6,1365507,160019,11.7,370512,58905,15.9,263016,35921,13.7,101548,20407,20.1,39859
532,Idaho,2004,703062,4.9,1403100,160788,11.5,373725,56562,15.1,262564,33487,12.8,105617,20202,19.1,40509
533,Idaho,2005,731670,4,1388737,186454,13.4,365660,62934,17.2,259953,39106,15,103647,21806,21,41269
534,Idaho,2006,747377,3.5,1431508,182933,12.8,387232,61771,16,273619,37915,13.9,110881,21276,19.2,42846
535,Idaho,2007,754438,3.1,1464464,177830,12.1,400558,63568,15.9,281584,39046,13.9,116544,22306,19.1,46136
536,Idaho,2008,755153,5.1,1489050,186015,12.5,406334,64361,15.8,283097,37696,13.3,119637,23738,19.8,47561
537,Idaho,2009,757131,8.8,1511955,217528,14.4,413595,76630,18.5,288326,47402,16.4,123377,27308,22.1,44644
538,Idaho,2010,761056,9,1541857,244009,15.8,423490,83752,19.8,301687,51930,17.2,119886,30059,25.1,43259
539,Idaho,2011,765178,8.3,1550079,256257,16.5,416976,89007,21.3,298517,57242,19.2,115727,29351,25.4,43345
540,Idaho,2012,769256,7.2,1565489,250203,16,420753,89672,21.3,304826,59158,19.4,114062,28783,25.2,45296
541,Idaho,2013,770833,6.1,1582907,246708,15.6,422898,81389,19.2,308637,56633,18.3,112376,22764,20.3,46621
542,Idaho,2014,779631,4.9,1603065,237604,14.8,424188,80668,19,312072,54061,17.3,110487,24774,22.4,47572
543,Idaho,2015,794675,4.2,1622106,238646,14.7,425224,75056,17.7,311499,49492,15.9,111249,23270,20.9,48311
544,Idaho,2016,812856,3.8,1652583,228037,13.8,431583,71836,16.6,315612,47196,15,113300,22375,19.7,51647
545,Idaho,2017,833462,3.2,1652583,228037,13.8,431583,71836,16.6,315612,47196,15,113300,22375,19.7,51647
546,Illinois,1976,5149989,6.6,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
547,Illinois,1977,5281924,6.2,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
548,Illinois,1978,5422862,6,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
549,Illinois,1979,5448408,5.5,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
550,Illinois,1980,5554539,8.2,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
551,Illinois,1981,5592209,8.5,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
552,Illinois,1982,5614249,11.4,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
553,Illinois,1983,5603113,11.8,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
554,Illinois,1984,5611290,9,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
555,Illinois,1985,5672208,9.1,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
556,Illinois,1986,5694686,8.3,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
557,Illinois,1987,5756424,7.4,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
558,Illinois,1988,5849194,6.7,12522301.5,1486115,12.275,3148244.5,557787,18.4,2259836,362791,16.8,869717.5,174886,20.7,47367
559,Illinois,1989,5994211,6,12522301.5,1348440,11.9,3148244.5,546684,18.4,2259836,348629,16.8,869717.5,181051,20.7,31846
560,Illinois,1990,5947011,6.1,12522301.5,1402652.5,12.275,3148244.5,570895,18.9,2259836,361437.5,17.225,869717.5,191526.5,21.4,32282.5
561,Illinois,1991,5944289,7.3,12522301.5,1456865,12.65,3148244.5,595106,19.4,2259836,374246,17.65,869717.5,202002,22.1,32719
562,Illinois,1992,6027916,7.9,12522301.5,1511077.5,13.025,3148244.5,619317,19.9,2259836,387054.5,18.075,869717.5,212477.5,22.8,33155.5
563,Illinois,1993,6072484,7.4,12522301.5,1565290,13.4,3148244.5,643528,20.4,2259836,399863,18.5,869717.5,222953,23.5,33592
564,Illinois,1994,6108648,5.8,12522301.5,1448497,12.35,3148244.5,618292.5,19.45,2259836,381327,17.3,869717.5,214104,22.8,35835
565,Illinois,1995,6174337,5.2,12522301.5,1331704,11.3,3148244.5,593057,18.5,2259836,362791,16.1,869717.5,205255,22.1,38078
566,Illinois,1996,6247845,5.3,12522301.5,1428275,12,3148244.5,591749,18.4,2259836,372098,16.6,869717.5,191336,20.9,39490
567,Illinois,1997,6300928,4.8,12522301.5,1353506,11.3,3148244.5,564675,17.5,2259836,366954,16.2,869717.5,170149,18.7,41179
568,Illinois,1998,6347005,4.4,12057888,1281425,10.6,3235571,498804,15.4,2310088,321423,13.9,886541,152657,17.2,43141
569,Illinois,1999,6467988,4.4,12198363,1236644,10.1,3210844,480853,15,2300811,312577,13.6,866769,150013,17.3,45214
570,Illinois,2000,6493466,4.3,12243210,1227886,10,3203066,466500,14.6,2294341,302163,13.2,865197,147441,17,46327
571,Illinois,2001,6457922,5.3,12324141,1247836,10.1,3208994,469832,14.6,2305114,314263,13.6,872666,137174,15.7,46991
572,Illinois,2002,6349239,6.5,12443493,1411869,11.3,3234154,494208,15.3,2300325,317920,13.8,887347,161558,18.2,44946
573,Illinois,2003,6300221,6.8,12477639,1426978,11.4,3235729,505048,15.6,2324659,333173,14.3,880251,154707,17.6,47367
574,Illinois,2004,6325447,6.2,12528129,1486115,11.9,3232895,539394,16.7,2322622,369244,15.9,887310,157174,17.7,47711
575,Illinois,2005,6397808,5.7,12400423,1484992,12,3188914,524897,16.5,2289880,341763,14.9,887240,172082,19.4,50270
576,Illinois,2006,6526273,4.5,12516474,1536133,12.3,3172098,539870,17,2283673,359381,15.7,875177,168290,19.2,52012
577,Illinois,2007,6665601,5,12541197,1496152,11.9,3158197,524318,16.6,2264334,348638,15.4,877385,161574,18.4,54141
578,Illinois,2008,6657227,6.3,12568180,1529235,12.2,3138292,531774,16.9,2247582,345496,15.4,880425,176645,20.1,56230
579,Illinois,2009,6618658,10.2,12574339,1671343,13.3,3132264,586040,18.7,2242179,392427,17.5,878839,183410,20.9,53974
580,Illinois,2010,6625321,10.4,12543476,1732129,13.8,3085434,599714,19.4,2255338,408636,18.1,820181,181600,22.1,52967
581,Illinois,2011,6586893,9.7,12566914,1871484,14.9,3055200,651430,21.3,2231514,443273,19.9,812299,198619,24.5,53271
582,Illinois,2012,6581867,9,12573692,1847371,14.7,3019220,621972,20.6,2207600,425733,19.3,800678,186178,23.3,55126
583,Illinois,2013,6549473,9,12576676,1841996,14.6,2975854,613204,20.6,2183649,427235,19.6,780845,174886,22.4,56212
584,Illinois,2014,6508356,7.1,12571810,1802337,14.3,2938448,591750,20.1,2153960,404950,18.8,772256,175611,22.7,57458
585,Illinois,2015,6507228,6,12559451,1702210,13.6,2915674,557787,19.1,2135326,382854,17.9,768706,163741,21.3,59590
586,Illinois,2016,6549991,5.8,12502043,1620974,13,2885947,512256,17.8,2120260,356538,16.8,754988,145710,19.3,60977
587,Illinois,2017,6492578,5,12502043,1620974,13,2885947,512256,17.8,2120260,356538,16.8,754988,145710,19.3,60977
588,Indiana,1976,2434546,6.1,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
589,Indiana,1977,2490170,5.8,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
590,Indiana,1978,2590145,5.6,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
591,Indiana,1979,2636428,6.5,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
592,Indiana,1980,2625544,9.6,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
593,Indiana,1981,2617959,9.9,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
594,Indiana,1982,2599391,12,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
595,Indiana,1983,2583412,11.2,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
596,Indiana,1984,2631866,8.6,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
597,Indiana,1985,2710413,7.8,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
598,Indiana,1986,2748410,6.9,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
599,Indiana,1987,2757863,6.2,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
600,Indiana,1988,2805683,5.2,6163801.5,679988,11.5,1559140,251349.25,16.6,1127912,157163,14.7,422528.5,84784,20.1,43217
601,Indiana,1989,2856099,4.9,6163801.5,560095,10.3,1559140,224746,15.3,1127912,141455,13.5,422528.5,72657,17.7,27769
602,Indiana,1990,2814608,5.3,6163801.5,590068.25,10.7,1559140,233613.75,15.8,1127912,146691,13.925,422528.5,77118.5,18.65,28590.5
603,Indiana,1991,2792829,6,6163801.5,620041.5,11.1,1559140,242481.5,16.3,1127912,151927,14.35,422528.5,81580,19.6,29412
604,Indiana,1992,2857384,6.6,6163801.5,650014.75,11.5,1559140,251349.25,16.8,1127912,157163,14.775,422528.5,86041.5,20.55,30233.5
605,Indiana,1993,2948307,5.4,6163801.5,679988,11.9,1559140,260217,17.3,1127912,162399,15.2,422528.5,90503,21.5,31055
606,Indiana,1994,3064328,4.9,6163801.5,625561.5,10.85,1559140,242217.5,16,1127912,151396,14.05,422528.5,81863,19.45,32711.5
607,Indiana,1995,3135172,4.6,6163801.5,571135,9.8,1559140,224218,14.7,1127912,140393,12.9,422528.5,73223,17.4,34368
608,Indiana,1996,3109669,4.1,6163801.5,543118,9.3,1559140,201160,13,1127912,118046,10.7,422528.5,68430,16.1,35502
609,Indiana,1997,3120608,3.5,6163801.5,583055,9.9,1559140,228246,14.8,1127912,144372,13.4,422528.5,66574,15.9,37909
610,Indiana,1998,3123160,3.1,5905936,588765,10,1557259,219858,14.1,1093080,137395,12.6,427920,66054,15.4,39719
611,Indiana,1999,3124851,3,5965230,517883,8.7,1557979,180690,11.6,1114166,111522,10,419475,58459,13.9,40654
612,Indiana,2000,3126379,3.1,5997637,529323,8.8,1571256,190403,12.1,1124237,112712,10,421892,67126,15.9,41511
613,Indiana,2001,3140899,4.2,6028841,543742,9,1586018,192843,12.2,1129487,115806,10.3,425839,65559,15.4,42073
614,Indiana,2002,3171168,5.2,6081423,585247,9.6,1594851,189829,11.9,1145852,120125,10.5,425472,61481,14.5,41973
615,Indiana,2003,3182988,5.3,6111108,609645,10,1590091,217420,13.7,1138790,129878,11.4,424295,76413,18,43323
616,Indiana,2004,3167797,5.4,6151698,683371,11.1,1595746,250998,15.7,1141287,155506,13.6,427456,84784,19.8,43217
617,Indiana,2005,3205436,5.5,6059456,736632,12.2,1561841,258976,16.6,1133245,166214,14.7,420117,84394,20.1,44051
618,Indiana,2006,3235110,5,6125594,768642,12.5,1546475,268729,17.4,1113030,169960,15.3,423165,89319,21.1,45414
619,Indiana,2007,3207687,4.6,6145054,755245,12.3,1549769,265192,17.1,1111954,166365,15,427607,89290,20.9,47422
620,Indiana,2008,3232097,5.9,6175905,799567,12.9,1549507,277503,17.9,1111855,176397,15.9,430010,94186,21.9,48010
621,Indiana,2009,3193989,10.3,6228213,895619,14.4,1560301,310140,19.9,1116468,196437,17.6,436905,107473,24.6,45427
622,Indiana,2010,3175192,10.4,6294427,960402,15.3,1576164,340700,21.6,1143084,224269,19.6,424068,107909,25.4,44616
623,Indiana,2011,3181991,9.1,6318952,1001053,15.8,1565769,353510,22.6,1135183,233507,20.6,419711,111020,26.5,46410
624,Indiana,2012,3169835,8.3,6342403,984948,15.5,1564255,345235,22.1,1139828,228022,20,416596,110112,26.4,46954
625,Indiana,2013,3188406,7.7,6367955,1008411,15.8,1551479,339807,21.9,1134360,226607,20,408867,105472,25.8,47508
626,Indiana,2014,3224871,6,6391497,968437,15.2,1545261,328349,21.2,1128089,217465,19.3,409190,103837,25.4,49384
627,Indiana,2015,3267121,4.8,6417433,924428,14.4,1545123,314486,20.4,1127735,211780,18.8,409307,95156,23.2,50510
628,Indiana,2016,3327139,4.4,6432851,899168,14,1541920,294900,19.1,1124168,201287,17.9,409548,85922,21,52289
629,Indiana,2017,3320409,3.5,6432851,899168,14,1541920,294900,19.1,1124168,201287,17.9,409548,85922,21,52289
630,Iowa,1976,1338074,4,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
631,Iowa,1977,1384889,3.9,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
632,Iowa,1978,1418036,3.9,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
633,Iowa,1979,1421489,4.2,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
634,Iowa,1980,1435156,6,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
635,Iowa,1981,1426591,6.6,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
636,Iowa,1982,1424383,8.5,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
637,Iowa,1983,1422636,8.1,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
638,Iowa,1984,1415875,7,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
639,Iowa,1985,1413046,7.5,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
640,Iowa,1986,1433643,6.8,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
641,Iowa,1987,1452988,5.5,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
642,Iowa,1988,1491110,4.5,2902572,305238.75,10.8,707190.5,104340,14.4,512472.5,64558,12.3,191124.5,32798,17.4,42278
643,Iowa,1989,1508708,4.2,2902572,283815,10.4,707190.5,111222,15.3,512472.5,69842,13.5,191124.5,35969,18,26169
644,Iowa,1990,1451750,4.4,2902572,290956.25,10.575,707190.5,111459,15.25,512472.5,69952,13.4,191124.5,36494.75,18.45,26843.5
645,Iowa,1991,1474789,4.7,2902572,298097.5,10.75,707190.5,111696,15.2,512472.5,70062,13.3,191124.5,37020.5,18.9,27518
646,Iowa,1992,1511801,4.5,2902572,305238.75,10.925,707190.5,111933,15.15,512472.5,70172,13.2,191124.5,37546.25,19.35,28192.5
647,Iowa,1993,1559713,4,2902572,312380,11.1,707190.5,112170,15.1,512472.5,70282,13.1,191124.5,38072,19.8,28867
648,Iowa,1994,1579261,3.5,2902572,294372,10.45,707190.5,106930,14.4,512472.5,66281.5,12.3,191124.5,36103,18.9,31151.5
649,Iowa,1995,1587051,3.4,2902572,276364,9.8,707190.5,101690,13.7,512472.5,62281,11.5,191124.5,34134,18,33436
650,Iowa,1996,1608348,3.5,2902572,269368,9.5,707190.5,93292,12.6,512472.5,56218,10.4,191124.5,29423,15.7,33721
651,Iowa,1997,1602935,3.1,2902572,280797,9.9,707190.5,100262,13.7,512472.5,64348,12.1,191124.5,28623,15.4,35427
652,Iowa,1998,1595942,2.7,2845329,270604,9.5,739423,101774,13.8,528968,63941,12.1,190024,30849,16.2,38159
653,Iowa,1999,1596414,2.6,2865354,243340,8.5,727757,79806,11,522571,46514,8.9,185830,27333,14.7,39537
654,Iowa,2000,1590453,2.6,2864222,237684,8.3,703991,75952,10.8,516425,45872,8.9,181497,25628,14.1,40443
655,Iowa,2001,1612964,3.3,2868973,236115,8.2,697555,68259,9.8,512866,41088,8,180681,23232,12.9,41216
656,Iowa,2002,1637909,4,2886448,262013,9.1,691508,75288,10.9,500894,47585,9.5,181172,23852,13.2,41052
657,Iowa,2003,1606798,4.5,2892343,263817,9.1,678387,83151,12.3,491964,49808,10.1,178350,28662,16.1,42278
