State,Year,Period,labor force,employment,unemployment,unemployment rate
North Carolina,2011,Annual,4633072,4157543,475529,10.3
North Carolina,2012,Annual,4680057,4245675,434382,9.3
North Carolina,2013,Annual,4692940,4318114,374826,8.0
North Carolina,2014,Annual,4699058,4402450,296608,6.3
North Carolina,2015,Annual,4768806,4495190,273616,5.7
North Carolina,2016,Annual,4854828,4608229,246599,5.1
North Carolina,2017,Annual,4941701,4716832,224869,4.6
North Dakota,1976,Annual,278686,268394,10292,3.7
North Dakota,1977,Annual,287162,274115,13047,4.5
North Dakota,1978,Annual,293863,281366,12497,4.3
North Dakota,1979,Annual,299850,287826,12024,4.0
North Dakota,1980,Annual,303355,288400,14955,4.9
North Dakota,1981,Annual,309566,294628,14938,4.8
North Dakota,1982,Annual,315885,298343,17542,5.6
North Dakota,1983,Annual,320240,302120,18120,5.7
North Dakota,1984,Annual,326772,309531,17241,5.3
North Dakota,1985,Annual,332622,313695,18927,5.7
North Dakota,1986,Annual,332507,313041,19466,5.9
North Dakota,1987,Annual,330954,314330,16624,5.0
North Dakota,1988,Annual,330983,315478,15505,4.7
North Dakota,1989,Annual,330463,316267,14196,4.3
North Dakota,1990,Annual,317217,304436,12781,4.0
North Dakota,1991,Annual,315214,301479,13735,4.4
North Dakota,1992,Annual,315924,300939,14985,4.7
North Dakota,1993,Annual,323927,310061,13866,4.3
North Dakota,1994,Annual,336807,324314,12493,3.7
North Dakota,1995,Annual,340299,329348,10951,3.2
North Dakota,1996,Annual,347537,337412,10125,2.9
North Dakota,1997,Annual,351391,341823,9568,2.7
North Dakota,1998,Annual,349505,339414,10091,2.9
North Dakota,1999,Annual,343452,332180,11272,3.3
North Dakota,2000,Annual,342568,332407,10161,3.0
North Dakota,2001,Annual,341816,331820,9996,2.9
North Dakota,2002,Annual,340631,327957,12674,3.7
North Dakota,2003,Annual,344676,331852,12824,3.7
North Dakota,2004,Annual,352466,340403,12063,3.4
North Dakota,2005,Annual,355545,343508,12037,3.4
North Dakota,2006,Annual,361459,349821,11638,3.2
North Dakota,2007,Annual,367234,355766,11468,3.1
North Dakota,2008,Annual,371025,359333,11692,3.2
North Dakota,2009,Annual,368665,353455,15210,4.1
North Dakota,2010,Annual,378342,364053,14289,3.8
North Dakota,2011,Annual,388634,375153,13481,3.5
North Dakota,2012,Annual,397867,385674,12193,3.1
North Dakota,2013,Annual,406193,394392,11801,2.9
North Dakota,2014,Annual,414413,403362,11051,2.7
North Dakota,2015,Annual,414210,402667,11543,2.8
North Dakota,2016,Annual,414431,401671,12760,3.1
North Dakota,2017,Annual,414399,403610,10789,2.6
Ohio,1976,Annual,4755748,4385605,370143,7.8
Ohio,1977,Annual,4833856,4517698,316158,6.5
Ohio,1978,Annual,4950642,4680243,270399,5.5
Ohio,1979,Annual,5055136,4759906,295230,5.8
Ohio,1980,Annual,5087387,4662318,425069,8.4
Ohio,1981,Annual,5105836,4624361,481475,9.4
Ohio,1982,Annual,5126857,4475830,651027,12.7
Ohio,1983,Annual,5097422,4467277,630145,12.4
Ohio,1984,Annual,5096523,4614643,481880,9.5
Ohio,1985,Annual,5153700,4694344,459356,8.9
Ohio,1986,Annual,5222904,4791014,431890,8.3
Ohio,1987,Annual,5259505,4887075,372430,7.1
Ohio,1988,Annual,5317556,4996315,321241,6.0
Ohio,1989,Annual,5380101,5081552,298549,5.5
Ohio,1990,Annual,5419623,5114242,305381,5.6
Ohio,1991,Annual,5431912,5080289,351623,6.5
Ohio,1992,Annual,5503260,5097104,406156,7.4
Ohio,1993,Annual,5501305,5136613,364692,6.6
Ohio,1994,Annual,5548818,5239265,309553,5.6
Ohio,1995,Annual,5589102,5320351,268751,4.8
Ohio,1996,Annual,5645423,5362986,282437,5.0
Ohio,1997,Annual,5695177,5431051,264126,4.6
Ohio,1998,Annual,5707110,5460917,246193,4.3
Ohio,1999,Annual,5754992,5508439,246553,4.3
Ohio,2000,Annual,5787343,5556757,230586,4.0
Ohio,2001,Annual,5816832,5567130,249702,4.3
Ohio,2002,Annual,5852985,5516645,336340,5.7
Ohio,2003,Annual,5872372,5505858,366514,6.2
Ohio,2004,Annual,5870479,5502444,368035,6.3
Ohio,2005,Annual,5890046,5541082,348964,5.9
Ohio,2006,Annual,5945482,5624435,321047,5.4
Ohio,2007,Annual,5990292,5657718,332574,5.6
Ohio,2008,Annual,5965166,5580843,384323,6.4
Ohio,2009,Annual,5906768,5297098,609670,10.3
Ohio,2010,Annual,5846886,5247050,599836,10.3
Ohio,2011,Annual,5771469,5261238,510231,8.8
Ohio,2012,Annual,5705591,5284001,421590,7.4
Ohio,2013,Annual,5716730,5290609,426121,7.5
Ohio,2014,Annual,5701477,5370560,330917,5.8
Ohio,2015,Annual,5694303,5414872,279431,4.9
Ohio,2016,Annual,5739296,5451315,287981,5.0
Ohio,2017,Annual,5780021,5491174,288847,5.0
Oklahoma,1976,Annual,1187330,1119538,67792,5.7
Oklahoma,1977,Annual,1234371,1173543,60828,4.9
Oklahoma,1978,Annual,1270542,1224682,45860,3.6
Oklahoma,1979,Annual,1311532,1267053,44479,3.4
Oklahoma,1980,Annual,1370727,1310022,60705,4.4
Oklahoma,1981,Annual,1438610,1386295,52315,3.6
Oklahoma,1982,Annual,1494118,1404210,89908,6.0
Oklahoma,1983,Annual,1541193,1412250,128943,8.4
Oklahoma,1984,Annual,1559584,1449534,110050,7.1
Oklahoma,1985,Annual,1567481,1454530,112951,7.2
Oklahoma,1986,Annual,1590593,1459542,131051,8.2
Oklahoma,1987,Annual,1558956,1445778,113178,7.3
Oklahoma,1988,Annual,1527352,1429172,98180,6.4
Oklahoma,1989,Annual,1519275,1433589,85686,5.6
Oklahoma,1990,Annual,1523545,1436914,86631,5.7
Oklahoma,1991,Annual,1507357,1412364,94993,6.3
Oklahoma,1992,Annual,1517081,1425792,91289,6.0
Oklahoma,1993,Annual,1533187,1442202,90985,5.9
Oklahoma,1994,Annual,1548909,1462579,86330,5.6
Oklahoma,1995,Annual,1555736,1484470,71266,4.6
Oklahoma,1996,Annual,1580955,1516423,64532,4.1
Oklahoma,1997,Annual,1609954,1544175,65779,4.1
Oklahoma,1998,Annual,1637452,1567803,69649,4.3
Oklahoma,1999,Annual,1656205,1597894,58311,3.5
Oklahoma,2000,Annual,1660528,1610099,50429,3.0
Oklahoma,2001,Annual,1675935,1614572,61363,3.7
Oklahoma,2002,Annual,1686568,1608106,78462,4.7
Oklahoma,2003,Annual,1685572,1593521,92051,5.5
Oklahoma,2004,Annual,1689608,1607421,82187,4.9
Oklahoma,2005,Annual,1703293,1627110,76183,4.5
Oklahoma,2006,Annual,1715794,1647098,68696,4.0
Oklahoma,2007,Annual,1726259,1655490,70769,4.1
Oklahoma,2008,Annual,1746466,1681081,65385,3.7
Oklahoma,2009,Annual,1764432,1652023,112409,6.4
Oklahoma,2010,Annual,1768284,1648138,120146,6.8
Oklahoma,2011,Annual,1772666,1668418,104248,5.9
Oklahoma,2012,Annual,1803863,1709258,94605,5.2
Oklahoma,2013,Annual,1802073,1706861,95212,5.3
Oklahoma,2014,Annual,1796183,1715600,80583,4.5
Oklahoma,2015,Annual,1830358,1749626,80732,4.4
Oklahoma,2016,Annual,1829413,1741277,88136,4.8
Oklahoma,2017,Annual,1834312,1755604,78708,4.3
Oregon,1976,Annual,1090242,988076,102166,9.4
Oregon,1977,Annual,1156384,1070417,85967,7.4
Oregon,1978,Annual,1216053,1142543,73510,6.0
Oregon,1979,Annual,1253483,1169599,83884,6.7
Oregon,1980,Annual,1298181,1188148,110033,8.5
Oregon,1981,Annual,1332668,1202242,130426,9.8
Oregon,1982,Annual,1329233,1175780,153453,11.5
Oregon,1983,Annual,1334345,1190294,144051,10.8
Oregon,1984,Annual,1328665,1203487,125178,9.4
Oregon,1985,Annual,1321878,1205144,116734,8.8
Oregon,1986,Annual,1356675,1247520,109155,8.0
Oregon,1987,Annual,1390525,1303454,87071,6.3
Oregon,1988,Annual,1430852,1348376,82476,5.8
Oregon,1989,Annual,1466406,1386726,79680,5.4
Oregon,1990,Annual,1490722,1408687,82035,5.5
Oregon,1991,Annual,1516876,1420124,96752,6.4
Oregon,1992,Annual,1554604,1439531,115073,7.4
Oregon,1993,Annual,1599829,1487375,112454,7.0
Oregon,1994,Annual,1646846,1557373,89473,5.4
Oregon,1995,Annual,1672690,1590664,82026,4.9
Oregon,1996,Annual,1719625,1621602,98023,5.7
Oregon,1997,Annual,1750280,1651241,99039,5.7
Oregon,1998,Annual,1779976,1677740,102236,5.7
Oregon,1999,Annual,1793699,1694881,98818,5.5
Oregon,2000,Annual,1818559,1725744,92815,5.1
Oregon,2001,Annual,1823916,1706904,117012,6.4
Oregon,2002,Annual,1835325,1697237,138088,7.5
Oregon,2003,Annual,1845544,1695906,149638,8.1
Oregon,2004,Annual,1838112,1703703,134409,7.3
Oregon,2005,Annual,1845761,1731845,113916,6.2
Oregon,2006,Annual,1885385,1785044,100341,5.3
Oregon,2007,Annual,1921766,1822772,98994,5.2
Oregon,2008,Annual,1955121,1827352,127769,6.5
Oregon,2009,Annual,1976638,1753682,222956,11.3
Oregon,2010,Annual,1984039,1773076,210963,10.6
Oregon,2011,Annual,1993889,1804320,189569,9.5
Oregon,2012,Annual,1953439,1780790,172649,8.8
Oregon,2013,Annual,1910702,1760302,150400,7.9
Oregon,2014,Annual,1935884,1804417,131467,6.8
Oregon,2015,Annual,1978226,1867407,110819,5.6
Oregon,2016,Annual,2049480,1951218,98262,4.8
Oregon,2017,Annual,2104078,2017292,86786,4.1
Pennsylvania,1976,Annual,5125768,4717649,408119,8.0
Pennsylvania,1977,Annual,5204966,4805846,399120,7.7
Pennsylvania,1978,Annual,5304589,4936671,367918,6.9
Pennsylvania,1979,Annual,5384412,5015577,368835,6.9
Pennsylvania,1980,Annual,5435928,4999664,436264,8.0
Pennsylvania,1981,Annual,5478375,5019066,459309,8.4
Pennsylvania,1982,Annual,5492370,4879737,612633,11.2
Pennsylvania,1983,Annual,5480516,4849850,630666,11.5
Pennsylvania,1984,Annual,5495136,4996147,498989,9.1
Pennsylvania,1985,Annual,5552886,5108212,444674,8.0
Pennsylvania,1986,Annual,5603120,5216732,386388,6.9
Pennsylvania,1987,Annual,5662027,5342251,319776,5.6
Pennsylvania,1988,Annual,5762223,5471632,290591,5.0
Pennsylvania,1989,Annual,5826436,5553128,273308,4.7
Pennsylvania,1990,Annual,5828450,5510435,318015,5.5
Pennsylvania,1991,Annual,5855127,5442516,412611,7.0
Pennsylvania,1992,Annual,5911157,5462170,448987,7.6
Pennsylvania,1993,Annual,5904299,5491547,412752,7.0
Pennsylvania,1994,Annual,5893118,5523612,369506,6.3
Pennsylvania,1995,Annual,5908490,5562508,345982,5.9
Pennsylvania,1996,Annual,5979581,5653830,325751,5.4
Pennsylvania,1997,Annual,6056001,5746071,309930,5.1
Pennsylvania,1998,Annual,6063130,5783197,279933,4.6
Pennsylvania,1999,Annual,6076778,5810162,266616,4.4
Pennsylvania,2000,Annual,6106892,5854551,252341,4.1
Pennsylvania,2001,Annual,6178617,5881688,296929,4.8
Pennsylvania,2002,Annual,6218643,5868607,350036,5.6
Pennsylvania,2003,Annual,6170359,5821711,348648,5.7
Pennsylvania,2004,Annual,6213778,5876997,336781,5.4
Pennsylvania,2005,Annual,6251402,5940570,310832,5.0
Pennsylvania,2006,Annual,6294504,6006634,287870,4.6
Pennsylvania,2007,Annual,6342997,6064063,278934,4.4
Pennsylvania,2008,Annual,6451535,6109645,341890,5.3
Pennsylvania,2009,Annual,6400263,5885351,514912,8.0
Pennsylvania,2010,Annual,6380949,5840887,540062,8.5
Pennsylvania,2011,Annual,6395506,5888745,506761,7.9
Pennsylvania,2012,Annual,6462939,5957314,505625,7.8
Pennsylvania,2013,Annual,6442411,5967811,474600,7.4
Pennsylvania,2014,Annual,6396041,6021005,375036,5.9
Pennsylvania,2015,Annual,6420702,6080219,340483,5.3
Pennsylvania,2016,Annual,6452812,6105223,347589,5.4
Pennsylvania,2017,Annual,6427370,6111633,315737,4.9
Rhode Island,1976,Annual,436975,401034,35941,8.2
Rhode Island,1977,Annual,446289,410459,35830,8.0
Rhode Island,1978,Annual,450847,421292,29555,6.6
Rhode Island,1979,Annual,460738,431224,29514,6.4
Rhode Island,1980,Annual,468996,435133,33863,7.2
Rhode Island,1981,Annual,475921,438978,36943,7.8
Rhode Island,1982,Annual,475945,429805,46140,9.7
Rhode Island,1983,Annual,476842,437276,39566,8.3
Rhode Island,1984,Annual,487592,460735,26857,5.5
Rhode Island,1985,Annual,499236,476104,23132,4.6
Rhode Island,1986,Annual,509201,488500,20701,4.1
Rhode Island,1987,Annual,516940,498292,18648,3.6
Rhode Island,1988,Annual,521583,505369,16214,3.1
Rhode Island,1989,Annual,524842,503207,21635,4.1
Rhode Island,1990,Annual,525361,492002,33359,6.3
Rhode Island,1991,Annual,518015,473648,44367,8.6
Rhode Island,1992,Annual,526655,479904,46751,8.9
Rhode Island,1993,Annual,522244,481774,40470,7.7
Rhode Island,1994,Annual,514025,478567,35458,6.9
Rhode Island,1995,Annual,511418,479080,32338,6.3
Rhode Island,1996,Annual,516096,488009,28087,5.4
Rhode Island,1997,Annual,527878,500704,27174,5.1
Rhode Island,1998,Annual,532609,508064,24545,4.6
Rhode Island,1999,Annual,538096,515760,22336,4.2
Rhode Island,2000,Annual,543561,521313,22248,4.1
Rhode Island,2001,Annual,543862,519044,24818,4.6
Rhode Island,2002,Annual,550256,522832,27424,5.0
Rhode Island,2003,Annual,560483,530567,29916,5.3
Rhode Island,2004,Annual,558688,529893,28795,5.2
Rhode Island,2005,Annual,565735,537194,28541,5.0
Rhode Island,2006,Annual,572601,544357,28244,4.9
Rhode Island,2007,Annual,573173,543401,29772,5.2
Rhode Island,2008,Annual,570328,525941,44387,7.8
Rhode Island,2009,Annual,567280,504951,62329,11.0
Rhode Island,2010,Annual,566704,503216,63488,11.2
Rhode Island,2011,Annual,560056,498248,61808,11.0
Rhode Island,2012,Annual,558487,500434,58053,10.4
Rhode Island,2013,Annual,556926,505370,51556,9.3
Rhode Island,2014,Annual,555909,513121,42788,7.7
Rhode Island,2015,Annual,554486,521255,33231,6.0
Rhode Island,2016,Annual,553555,524745,28810,5.2
Rhode Island,2017,Annual,554658,529867,24791,4.5
South Carolina,1976,Annual,1296233,1202671,93562,7.2
South Carolina,1977,Annual,1326618,1235507,91111,6.9
South Carolina,1978,Annual,1353561,1276011,77550,5.7
South Carolina,1979,Annual,1371335,1302453,68882,5.0
South Carolina,1980,Annual,1404592,1309817,94775,6.7
South Carolina,1981,Annual,1440956,1323937,117019,8.1
South Carolina,1982,Annual,1478368,1314318,164050,11.1
South Carolina,1983,Annual,1484428,1338068,146360,9.9
South Carolina,1984,Annual,1504924,1401036,103888,6.9
South Carolina,1985,Annual,1547943,1440832,107111,6.9
South Carolina,1986,Annual,1587452,1485545,101907,6.4
South Carolina,1987,Annual,1624528,1534652,89876,5.5
South Carolina,1988,Annual,1656972,1579756,77216,4.7
South Carolina,1989,Annual,1697915,1619360,78555,4.6
South Carolina,1990,Annual,1743547,1659997,83550,4.8
South Carolina,1991,Annual,1758778,1650987,107791,6.1
South Carolina,1992,Annual,1789261,1668893,120368,6.7
South Carolina,1993,Annual,1829683,1696624,133059,7.3
South Carolina,1994,Annual,1843154,1728300,114854,6.2
South Carolina,1995,Annual,1857227,1760567,96660,5.2
South Carolina,1996,Annual,1893455,1783783,109672,5.8
South Carolina,1997,Annual,1911635,1824147,87488,4.6
South Carolina,1998,Annual,1941200,1867808,73392,3.8
South Carolina,1999,Annual,1981546,1897056,84490,4.3
South Carolina,2000,Annual,1993562,1918583,74979,3.8
South Carolina,2001,Annual,1949685,1847939,101746,5.2
South Carolina,2002,Annual,1949135,1835823,113312,5.8
South Carolina,2003,Annual,1997977,1859765,138212,6.9
South Carolina,2004,Annual,2033310,1894141,139169,6.8
South Carolina,2005,Annual,2068599,1929233,139366,6.7
South Carolina,2006,Annual,2109097,1973337,135760,6.4
South Carolina,2007,Annual,2125891,2005686,120205,5.7
South Carolina,2008,Annual,2142232,1996409,145823,6.8
South Carolina,2009,Annual,2152745,1910670,242075,11.2
South Carolina,2010,Annual,2155668,1915045,240623,11.2
South Carolina,2011,Annual,2175523,1945900,229623,10.6
South Carolina,2012,Annual,2186878,1985618,201260,9.2
South Carolina,2013,Annual,2190968,2023642,167326,7.6
South Carolina,2014,Annual,2222978,2079565,143413,6.5
South Carolina,2015,Annual,2269339,2134244,135095,6.0
South Carolina,2016,Annual,2293666,2179521,114145,5.0
South Carolina,2017,Annual,2312651,2213894,98757,4.3
South Dakota,1976,Annual,309906,299820,10086,3.3
South Dakota,1977,Annual,317559,307134,10425,3.3
South Dakota,1978,Annual,326810,316733,10077,3.1
South Dakota,1979,Annual,332946,321745,11201,3.4
South Dakota,1980,Annual,335049,318952,16097,4.8
South Dakota,1981,Annual,334385,317807,16578,5.0
South Dakota,1982,Annual,331818,313682,18136,5.5
South Dakota,1983,Annual,334537,317084,17453,5.2
South Dakota,1984,Annual,341952,326984,14968,4.4
South Dakota,1985,Annual,345294,328562,16732,4.8
South Dakota,1986,Annual,348925,332959,15966,4.6
South Dakota,1987,Annual,353333,338464,14869,4.2
South Dakota,1988,Annual,357415,342741,14674,4.1
South Dakota,1989,Annual,360925,346463,14462,4.0
South Dakota,1990,Annual,347178,334087,13091,3.8
South Dakota,1991,Annual,350013,337762,12251,3.5
South Dakota,1992,Annual,356762,344908,11854,3.3
South Dakota,1993,Annual,365476,353208,12268,3.4
South Dakota,1994,Annual,378141,365796,12345,3.3
South Dakota,1995,Annual,387360,375564,11796,3.0
South Dakota,1996,Annual,391213,378883,12330,3.2
South Dakota,1997,Annual,393649,382116,11533,2.9
South Dakota,1998,Annual,399442,388291,11151,2.8
South Dakota,1999,Annual,406105,395047,11058,2.7
South Dakota,2000,Annual,408658,398618,10040,2.5
South Dakota,2001,Annual,412778,400031,12747,3.1
South Dakota,2002,Annual,417517,404239,13278,3.2
South Dakota,2003,Annual,423035,408088,14947,3.5
South Dakota,2004,Annual,427664,411762,15902,3.7
South Dakota,2005,Annual,430606,414209,16397,3.8
South Dakota,2006,Annual,435007,421483,13524,3.1
South Dakota,2007,Annual,442499,430011,12488,2.8
South Dakota,2008,Annual,446618,432925,13693,3.1
South Dakota,2009,Annual,446010,423993,22017,4.9
South Dakota,2010,Annual,441339,419355,21984,5.0
South Dakota,2011,Annual,440934,420054,20880,4.7
South Dakota,2012,Annual,442442,423501,18941,4.3
South Dakota,2013,Annual,443079,426284,16795,3.8
South Dakota,2014,Annual,446475,431139,15336,3.4
South Dakota,2015,Annual,449408,435450,13958,3.1
South Dakota,2016,Annual,451934,438377,13557,3.0
South Dakota,2017,Annual,455175,440028,15147,3.3
Tennessee,1976,Annual,1856518,1743474,113044,6.1
Tennessee,1977,Annual,1939384,1818232,121152,6.2
Tennessee,1978,Annual,1977234,1862038,115196,5.8
Tennessee,1979,Annual,2043202,1923863,119339,5.8
Tennessee,1980,Annual,2081202,1926451,154751,7.4
Tennessee,1981,Annual,2109072,1920257,188815,9.0
Tennessee,1982,Annual,2132868,1882724,250144,11.7
Tennessee,1983,Annual,2179996,1928527,251469,11.5
Tennessee,1984,Annual,2224347,2034185,190162,8.5
Tennessee,1985,Annual,2257243,2077808,179435,7.9
Tennessee,1986,Annual,2300145,2118432,181713,7.9
Tennessee,1987,Annual,2334831,2180696,154135,6.6
Tennessee,1988,Annual,2345200,2208637,136563,5.8
Tennessee,1989,Annual,2367338,2247161,120177,5.1
Tennessee,1990,Annual,2394729,2266764,127965,5.3
Tennessee,1991,Annual,2413716,2250608,163108,6.8
Tennessee,1992,Annual,2457179,2297364,159815,6.5
Tennessee,1993,Annual,2526887,2380485,146402,5.8
Tennessee,1994,Annual,2659938,2531129,128809,4.8
Tennessee,1995,Annual,2732184,2591472,140712,5.2
Tennessee,1996,Annual,2767002,2623757,143245,5.2
Tennessee,1997,Annual,2786082,2639198,146884,5.3
Tennessee,1998,Annual,2812390,2691517,120873,4.3
Tennessee,1999,Annual,2852445,2739189,113256,4.0
Tennessee,2000,Annual,2843069,2733281,109788,3.9
Tennessee,2001,Annual,2861343,2730988,130355,4.6
Tennessee,2002,Annual,2906591,2756086,150505,5.2
Tennessee,2003,Annual,2912187,2748140,164047,5.6
Tennessee,2004,Annual,2878736,2725108,153628,5.3
Tennessee,2005,Annual,2904794,2743383,161411,5.6
Tennessee,2006,Annual,3036029,2878455,157574,5.2
Tennessee,2007,Annual,3063669,2920352,143317,4.7
Tennessee,2008,Annual,3054785,2853746,201039,6.6
Tennessee,2009,Annual,3052678,2733113,319565,10.5
Tennessee,2010,Annual,3090795,2792063,298732,9.7
Tennessee,2011,Annual,3125307,2844662,280645,9.0
Tennessee,2012,Annual,3100671,2857945,242726,7.8
Tennessee,2013,Annual,3067431,2828479,238952,7.8
Tennessee,2014,Annual,3022927,2824016,198911,6.6
Tennessee,2015,Annual,3062706,2890640,172066,5.6
Tennessee,2016,Annual,3134725,2987074,147651,4.7
Tennessee,2017,Annual,3198767,3080210,118557,3.7
Texas,1976,Annual,5710482,5381249,329233,5.8
Texas,1977,Annual,5950809,5633267,317542,5.3
Texas,1978,Annual,6209219,5909838,299381,4.8
Texas,1979,Annual,6470105,6190525,279580,4.3
Texas,1980,Annual,6752517,6404883,347634,5.1
Texas,1981,Annual,7061470,6686969,374501,5.3
Texas,1982,Annual,7376503,6867966,508537,6.9
Texas,1983,Annual,7643814,7037893,605921,7.9
Texas,1984,Annual,7840165,7360153,480012,6.1
Texas,1985,Annual,8028508,7463323,565185,7.0
Texas,1986,Annual,8179583,7463198,716385,8.8
Texas,1987,Annual,8274343,7576650,697693,8.4
Texas,1988,Annual,8337079,7724807,612272,7.3
Texas,1989,Annual,8442930,7881265,561665,6.7
Texas,1990,Annual,8618927,8073257,545670,6.3
Texas,1991,Annual,8766240,8160512,605728,6.9
Texas,1992,Annual,9005336,8317300,688036,7.6
Texas,1993,Annual,9187561,8530187,657374,7.2
Texas,1994,Annual,9403041,8793183,609858,6.5
Texas,1995,Annual,9577635,8997538,580097,6.1
Texas,1996,Annual,9719628,9165916,553712,5.7
Texas,1997,Annual,9922250,9395537,526713,5.3
Texas,1998,Annual,10095846,9603021,492825,4.9
Texas,1999,Annual,10245857,9767851,478006,4.7
Texas,2000,Annual,10374053,9929387,444666,4.3
Texas,2001,Annual,10532732,10011046,521686,5.0
Texas,2002,Annual,10748810,10065870,682940,6.4
Texas,2003,Annual,10914664,10185312,729352,6.7
Texas,2004,Annual,10992359,10338484,653875,5.9
Texas,2005,Annual,11124240,10523257,600983,5.4
Texas,2006,Annual,11327995,10774490,553505,4.9
Texas,2007,Annual,11431631,10941413,490218,4.3
Texas,2008,Annual,11664390,11104115,560275,4.8
Texas,2009,Annual,11910799,11008903,901896,7.6
Texas,2010,Annual,12241970,11244632,997338,8.1
Texas,2011,Annual,12504498,11535095,969403,7.8
Texas,2012,Annual,12670455,11818675,851780,6.7
Texas,2013,Annual,12857595,12052646,804949,6.3
Texas,2014,Annual,13024701,12360368,664333,5.1
Texas,2015,Annual,13074570,12493197,581373,4.4
Texas,2016,Annual,13317176,12702122,615054,4.6
Texas,2017,Annual,13538385,12960595,577790,4.3
Utah,1976,Annual,527232,497703,29529,5.6
Utah,1977,Annual,545853,517830,28023,5.1
Utah,1978,Annual,567238,545669,21569,3.8
Utah,1979,Annual,604729,578533,26196,4.3
Utah,1980,Annual,629827,590777,39050,6.2
Utah,1981,Annual,647080,604666,42414,6.6
Utah,1982,Annual,673441,618270,55171,8.2
Utah,1983,Annual,688079,628089,59990,8.7
Utah,1984,Annual,704638,659064,45574,6.5
Utah,1985,Annual,730769,686628,44141,6.0
Utah,1986,Annual,750189,704533,45656,6.1
Utah,1987,Annual,755593,708540,47053,6.2
Utah,1988,Annual,761260,723514,37746,5.0
Utah,1989,Annual,789203,753358,35845,4.5
Utah,1990,Annual,822207,786073,36134,4.4
Utah,1991,Annual,852319,812206,40113,4.7
Utah,1992,Annual,888853,845770,43083,4.8
Utah,1993,Annual,940966,902780,38186,4.1
Utah,1994,Annual,990791,953282,37509,3.8
Utah,1995,Annual,1012703,977294,35409,3.5
Utah,1996,Annual,1038967,1003979,34988,3.4
Utah,1997,Annual,1070223,1036156,34067,3.2
Utah,1998,Annual,1100830,1060663,40167,3.6
Utah,1999,Annual,1120920,1081276,39644,3.5
Utah,2000,Annual,1142044,1103807,38237,3.3
Utah,2001,Annual,1164077,1112607,51470,4.4
Utah,2002,Annual,1184751,1116067,68684,5.8
Utah,2003,Annual,1200236,1132554,67682,5.6
Utah,2004,Annual,1231160,1169795,61365,5.0
Utah,2005,Annual,1272445,1220617,51828,4.1
Utah,2006,Annual,1318450,1279328,39122,3.0
Utah,2007,Annual,1359129,1324060,35069,2.6
Utah,2008,Annual,1371201,1322089,49112,3.6
Utah,2009,Annual,1365850,1266009,99841,7.3
Utah,2010,Annual,1356097,1249814,106283,7.8
Utah,2011,Annual,1350444,1259337,91107,6.7
Utah,2012,Annual,1372971,1298807,74164,5.4
Utah,2013,Annual,1405630,1341192,64438,4.6
Utah,2014,Annual,1428293,1373801,54492,3.8
Utah,2015,Annual,1464173,1411194,52979,3.6
Utah,2016,Annual,1511279,1459309,51970,3.4
Utah,2017,Annual,1560846,1510208,50638,3.2
Vermont,1976,Annual,216308,198294,18014,8.3
Vermont,1977,Annual,228284,212351,15933,7.0
Vermont,1978,Annual,239606,226182,13424,5.6
Vermont,1979,Annual,244838,232231,12607,5.1
Vermont,1980,Annual,250246,234772,15474,6.2
Vermont,1981,Annual,257581,242633,14948,5.8
Vermont,1982,Annual,263223,244873,18350,7.0
Vermont,1983,Annual,264317,247314,17003,6.4
Vermont,1984,Annual,268562,254929,13633,5.1
Vermont,1985,Annual,278950,265592,13358,4.8
Vermont,1986,Annual,288936,276583,12353,4.3
Vermont,1987,Annual,295679,285139,10540,3.6
Vermont,1988,Annual,301054,292060,8994,3.0
Vermont,1989,Annual,305936,295100,10836,3.5
Vermont,1990,Annual,304774,289509,15265,5.0
Vermont,1991,Annual,303590,283676,19914,6.6
Vermont,1992,Annual,307571,288803,18768,6.1
Vermont,1993,Annual,312578,296457,16121,5.2
Vermont,1994,Annual,315615,301185,14430,4.6
Vermont,1995,Annual,319849,306140,13709,4.3
Vermont,1996,Annual,323956,310043,13913,4.3
Vermont,1997,Annual,327878,315053,12825,3.9
Vermont,1998,Annual,333732,322398,11334,3.4
Vermont,1999,Annual,336946,326979,9967,3.0
Vermont,2000,Annual,331404,322129,9275,2.8
Vermont,2001,Annual,337065,325889,11176,3.3
Vermont,2002,Annual,343139,329427,13712,4.0
Vermont,2003,Annual,345971,331122,14849,4.3
Vermont,2004,Annual,347673,334899,12774,3.7
Vermont,2005,Annual,350766,338553,12213,3.5
Vermont,2006,Annual,357007,343865,13142,3.7
Vermont,2007,Annual,353739,339547,14192,4.0
Vermont,2008,Annual,354899,338273,16626,4.7
Vermont,2009,Annual,359836,336104,23732,6.6
Vermont,2010,Annual,359402,337488,21914,6.1
Vermont,2011,Annual,358108,338463,19645,5.5
Vermont,2012,Annual,354857,337284,17573,5.0
Vermont,2013,Annual,350447,334964,15483,4.4
Vermont,2014,Annual,347172,333438,13734,4.0
Vermont,2015,Annual,344520,332199,12321,3.6
Vermont,2016,Annual,344572,333399,11173,3.2
Vermont,2017,Annual,344760,334378,10382,3.0
Virginia,1976,Annual,2340718,2203492,137226,5.9
Virginia,1977,Annual,2406419,2275008,131411,5.5
Virginia,1978,Annual,2491973,2360420,131553,5.3
Virginia,1979,Annual,2536127,2415835,120292,4.7
Virginia,1980,Annual,2560172,2428172,132000,5.2
Virginia,1981,Annual,2607554,2450737,156817,6.0
